Precio,Comuna,Dormitorios,Banos,Area Construida,Area Total,Estacionamientos
179900000,Quilicura,4,2.0,100.0,130.0,3.0
159000000,LaCisterna,3,3.0,134.0,248.0,2.0
189160850,Buin,3,3.0,95.0,210.0,2.0
355900000,Colina,3,2.0,160.0,400.0,2.0
68000000,Maipu,4,1.0,80.0,70.0,1.0
85000000,PedroAguirreCerda,4,1.0,100.0,150.0,3.0
355900000,LaFlorida,5,4.0,149.0,450.0,3.0
250000000,Cerrillos,2,1.0,92.0,1068.0,2.0
170832000,PedroAguirreCerda,5,2.0,168.0,206.0,2.0
50000000,LaPintana,3,1.0,33.0,60.0,1.0
182000000,PuenteAlto,3,2.0,175.0,175.0,3.0
672651000,LoBarnechea,5,5.0,240.0,680.0,2.0
115000000,SanMiguel,2,1.0,100.0,315.0,3.0
130615300,Maipu,2,1.0,47.0,170.0,3.0
227420100,Colina,4,3.0,130.0,130.0,2.0
63800000,PuenteAlto,3,1.0,60.0,90.0,1.0
181509000,Colina,3,3.0,98.0,98.0,2.0
210000000,LaFlorida,5,1.0,106.0,480.0,3.0
135242000,Colina,4,2.0,84.0,84.0,1.0
165000000,PuenteAlto,4,3.0,110.0,146.0,2.0
160155000,LaFlorida,3,3.0,99.0,112.0,1.0
295000000,LaFlorida,4,3.0,140.0,223.0,2.0
288279000,LaFlorida,4,3.0,120.0,234.0,2.0
159265250,Penaflor,3,3.0,80.0,123.0,2.0
1032110000,Colina,6,7.0,633.0,5050.0,7.0
53000000,PuenteAlto,3,1.0,53.0,60.0,1.0
622825000,LasCondes,4,3.0,190.0,300.0,3.0
498260000,Colina,6,5.0,165.0,550.0,4.0
444875000,Peñalolén,3,4.0,179.0,297.0,1.0
271516110,LaFlorida,5,2.0,151.0,166.0,1.0
110329000,Maipu,3,2.0,73.0,157.0,2.0
155000000,PuenteAlto,2,2.0,239.0,239.0,2.0
83000000,Lampa,6,2.0,133.0,138.0,2.0
77000000,PuenteAlto,4,2.0,50.0,80.0,1.0
81928180,Maipu,2,2.0,80.0,90.0,1.0
658059100,Colina,2,3.0,202.0,580.0,2.0
78000000,Quilicura,3,1.0,69.0,100.0,1.0
52000000,Colina,3,1.0,80.0,80.0,1.0
516055000,Pirque,6,5.0,350.0,10000.0,1.0
142800000,Lampa,4,3.0,119.0,119.0,1.0
1405805000,LasCondes,5,6.0,524.0,1362.0,4.0
57500000,LoPrado,2,1.0,39.0,155.0,1.0
260981470,ElBosque,3,3.0,146.0,361.0,4.0
710732300,LasCondes,6,4.0,320.0,620.0,4.0
64000000,Buin,4,2.0,142.0,98.0,2.0
131683000,Colina,3,2.0,76.0,76.0,1.0
817181990,Santiago,12,5.0,477.0,578.0,2.0
119000000,Pirque,4,1.0,90.0,387.0,3.0
471567500,Peñalolén,4,4.0,150.0,480.0,2.0
155000000,PuenteAlto,4,3.0,115.0,115.0,2.0
164781700,QuintaNormal,3,1.0,147.0,300.0,1.0
55000000,Penaflor,3,2.0,72.0,100.0,2.0
180000000,Maipu,3,3.0,115.0,130.0,2.0
58000000,PuenteAlto,3,1.0,65.0,70.0,2.0
82000000,CerroNavia,4,2.0,114.0,70.0,1.0
290058500,Huechuraba,4,3.0,118.0,169.0,2.0
105000000,Melipilla,3,2.0,90.0,200.0,2.0
92534000,Quilicura,4,2.0,65.0,90.0,1.0
145919000,Maipu,3,1.0,82.0,160.0,1.0
300000000,Santiago,3,2.0,288.0,288.0,1.0
210000000,Maipu,5,3.0,140.0,100.0,1.0
253000000,Maipu,3,3.0,123.0,200.0,3.0
81000000,PuenteAlto,3,2.0,55.0,80.0,2.0
137000000,IsladeMaipo,2,1.0,90.0,500.0,3.0
291838000,PuenteAlto,4,1.0,173.0,1000.0,3.0
115000000,Pirque,3,2.0,144.0,500.0,2.0
238000000,Nunoa,3,1.0,70.0,268.0,2.0
795436500,Providencia,7,3.0,250.0,450.0,4.0
85000000,PuenteAlto,5,2.0,105.0,113.0,3.0
160000000,Estacion Central,2,1.0,61.0,200.0,3.0
83000000,PuenteAlto,4,2.0,70.0,70.0,1.0
69000000,LaGranja,4,2.0,200.0,160.0,2.0
297176500,Maipu,5,3.0,180.0,294.0,4.0
131683000,Colina,3,2.0,76.0,76.0,1.0
245571000,Colina,4,2.0,90.0,305.0,2.0
87000000,PuenteAlto,3,1.0,73.0,78.0,1.0
97516600,PedroAguirreCerda,2,2.0,67.0,130.0,1.0
100000000,Lampa,3,1.0,51.0,130.0,2.0
462670000,Vitacura,3,3.0,110.0,224.0,2.0
98000000,Lampa,4,2.0,120.0,145.0,1.0
170832000,Colina,3,3.0,105.0,182.0,2.0
157378980,Maipu,3,3.0,90.0,160.0,1.0
533850000,LoBarnechea,5,4.0,180.0,320.0,3.0
200000000,PuenteAlto,5,3.0,200.0,260.0,5.0
489362500,LasCondes,7,4.0,216.0,326.0,2.0
596132500,LoBarnechea,4,3.0,140.0,300.0,2.0
100000000,PuenteAlto,4,2.0,125.0,75.0,1.0
58000000,PuenteAlto,2,1.0,40.0,78.0,2.0
508937000,Colina,6,5.0,207.0,468.0,2.0
295397000,Maipu,5,3.0,160.0,300.0,4.0
73742480,LaFlorida,3,1.0,78.0,66.0,1.0
160155000,Maipu,4,1.0,100.0,240.0,2.0
562322000,Colina,2,2.0,205.0,5358.0,1.0
658415000,Colina,3,4.0,300.0,5000.0,3.0
425656400,Peñalolén,5,3.0,170.0,400.0,3.0
95000000,PedroAguirreCerda,3,1.0,70.0,81.0,1.0
363018000,Colina,3,3.0,139.0,368.0,4.0
75000000,PadreHurtado,3,2.0,51.0,72.0,1.0
836365000,Santiago,11,6.0,538.0,10000.0,8.0
925340000,LoBarnechea,5,3.0,286.0,850.0,5.0
676210000,Independencia,5,4.0,689.0,689.0,10.0
85000000,PuenteAlto,3,1.0,77.0,86.0,2.0
889750000,LoBarnechea,5,5.0,703.0,703.0,4.0
120000000,Lampa,3,2.0,67.0,133.0,2.0
90000000,Penaflor,3,2.0,110.0,1121.0,1.0
70000000,Buin,3,1.0,50.0,85.0,1.0
161934500,Maipu,4,2.0,95.0,115.0,3.0
491142000,LoBarnechea,4,4.0,180.0,216.0,2.0
138000000,PuenteAlto,3,2.0,75.0,200.0,5.0
907545000,LoBarnechea,7,5.0,367.0,1182.0,4.0
914663000,LoBarnechea,6,5.0,278.0,1009.0,2.0
125000000,Curacavi,3,2.0,105.0,105.0,1.0
811452000,LasCondes,6,5.0,216.0,448.0,3.0
71180000,PuenteAlto,2,1.0,60.0,60.0,1.0
150332160,LaGranja,5,2.0,160.0,204.0,4.0
108015650,LaFlorida,4,2.0,64.0,100.0,1.0
1014315000,LoBarnechea,4,3.0,257.0,257.0,3.0
1014315000,LoBarnechea,4,3.0,170.0,1200.0,2.0
423876900,Santiago,3,2.0,400.0,4600.0,2.0
130000000,Pudahuel,3,1.0,110.0,120.0,1.0
150000000,Pudahuel,5,2.0,131.0,172.0,1.0
178000000,LaFlorida,5,2.0,200.0,200.0,2.0
83000000,Buin,3,2.0,95.0,110.0,1.0
112108500,PuenteAlto,3,2.0,67.0,89.0,1.0
64000000,Buin,4,2.0,142.0,98.0,2.0
587235000,Pirque,4,4.0,341.0,5000.0,7.0
231000000,LaFlorida,4,3.0,116.0,173.0,1.0
1601550000,LasCondes,5,8.0,580.0,1994.0,9.0
622825000,LasCondes,4,3.0,120.0,400.0,6.0
138801000,SanBernardo,3,1.0,93.0,223.0,2.0
207062620,IsladeMaipo,5,2.0,140.0,650.0,4.0
220302100,Colina,3,3.0,128.0,300.0,2.0
55000000,SanBernardo,3,1.0,42.0,60.0,1.0
155000000,PuenteAlto,7,2.0,105.0,210.0,3.0
95000000,PuenteAlto,3,2.0,101.0,101.0,1.0
150000000,PuenteAlto,3,3.0,90.0,165.0,3.0
98000000,Santiago,4,2.0,100.0,100.0,2.0
268000000,LaFlorida,2,1.0,403.0,403.0,3.0
318530500,Pudahuel,3,2.0,110.0,500.0,2.0
185068000,Colina,3,3.0,90.0,90.0,1.0
82782340,Buin,2,1.0,60.0,120.0,1.0
284720000,Colina,3,3.0,92.0,202.0,1.0
266925000,LaFlorida,5,3.0,139.0,200.0,2.0
128000000,Maipu,3,2.0,115.0,70.0,3.0
208201500,Colina,3,3.0,112.0,150.0,6.0
78298000,SanBernardo,2,1.0,50.0,72.0,1.0
163714000,Maipu,4,1.0,65.0,199.0,2.0
1601550000,LasCondes,4,4.0,380.0,500.0,3.0
332766500,Peñalolén,4,4.0,150.0,326.0,2.0
98000000,Maipu,3,1.0,70.0,130.0,1.0
240000000,SanMiguel,3,2.0,120.0,390.0,4.0
587235000,LasCondes,4,3.0,167.0,470.0,3.0
97000000,Pudahuel,2,1.0,49.0,127.0,2.0
200000000,Melipilla,4,1.0,120.0,303.0,1.0
140000000,PuenteAlto,3,3.0,118.0,94.0,1.0
249130000,PuenteAlto,4,2.0,112.0,200.0,2.0
135000000,Maipu,7,3.0,145.0,110.0,1.0
80000000,Maipu,2,1.0,40.0,97.0,2.0
130000000,Maipu,4,1.0,112.0,168.0,2.0
1167352000,LasCondes,6,5.0,300.0,870.0,3.0
238097100,LaFlorida,3,3.0,121.0,248.0,1.0
676210000,Independencia,5,4.0,689.0,689.0,10.0
231335000,PuenteAlto,3,3.0,138.0,198.0,1.0
238453000,LaFlorida,4,4.0,121.0,203.0,1.0
658415000,Colina,5,5.0,330.0,2300.0,8.0
155000000,Maipu,3,2.0,82.0,116.0,2.0
65000000,LaFlorida,2,1.0,65.0,144.0,1.0
75000000,PuenteAlto,2,1.0,59.0,100.0,2.0
815011000,Vitacura,6,4.0,180.0,464.0,2.0
299311900,Maipu,5,3.0,109.0,286.0,4.0
125000000,PuenteAlto,3,3.0,100.0,85.0,1.0
175900000,PuenteAlto,4,3.0,120.0,170.0,2.0
150000000,Maipu,4,3.0,100.0,150.0,2.0
459111000,Vitacura,4,2.0,220.0,162.0,2.0
125000000,LaFlorida,3,2.0,71.0,132.0,1.0
156596000,Maipu,3,2.0,80.0,190.0,3.0
711800000,CaleradeTango,6,6.0,488.0,6860.0,6.0
541323900,Vitacura,3,2.0,103.0,264.0,3.0
60000000,Colina,2,1.0,55.0,55.0,2.0
141577020,Maipu,3,2.0,70.0,146.0,1.0
163358100,Santiago,3,2.0,75.0,78.0,1.0
498260000,Vitacura,4,3.0,200.0,312.0,2.0
658415000,Nunoa,5,4.0,195.0,300.0,3.0
135000000,Renca,3,2.0,104.0,190.0,2.0
587235000,Colina,5,3.0,280.0,280.0,1.0
130000000,Maipu,2,2.0,61.0,120.0,2.0
90000000,Maipu,2,1.0,107.0,100.0,1.0
565881000,Colina,3,3.0,220.0,220.0,2.0
110000000,PuenteAlto,3,1.0,87.0,110.0,2.0
288279000,LaCisterna,6,3.0,188.0,336.0,2.0
165493500,Colina,3,3.0,81.0,100.0,2.0
146452850,LaFlorida,3,1.0,56.0,230.0,2.0
466229000,LaFlorida,5,6.0,220.0,631.0,4.0
240232500,Peñalolén,4,3.0,143.0,190.0,3.0
147698500,Quilicura,4,2.0,80.0,125.0,2.0
284720000,Colina,4,3.0,140.0,140.0,2.0
316751000,Peñalolén,5,3.0,200.0,260.0,1.0
1170911000,LasCondes,6,7.0,418.0,318.0,4.0
45000000,Lampa,3,2.0,44.0,44.0,1.0
160155000,Maipu,3,1.0,46.0,168.0,3.0
188627000,Macul,4,2.0,90.0,120.0,1.0
462314100,CaleradeTango,4,5.0,260.0,5000.0,8.0
1049905000,Santiago,5,5.0,320.0,1500.0,6.0
169052500,Cerrillos,3,2.0,120.0,196.0,3.0
65000000,PuenteAlto,3,2.0,48.0,60.0,2.0
551645000,Peñalolén,5,5.0,162.0,565.0,2.0
71000000,PuenteAlto,2,1.0,56.0,80.0,1.0
133000000,Renca,3,2.0,82.0,122.0,1.0
238453000,Colina,6,2.0,215.0,1181.0,5.0
125000000,PuenteAlto,4,2.0,93.0,136.0,4.0
76000000,Maipu,4,1.0,60.0,80.0,1.0
95000000,Lampa,3,1.0,51.0,130.0,2.0
408929100,Colina,4,3.0,126.0,126.0,2.0
747390000,Vitacura,4,4.0,200.0,400.0,3.0
55000000,PuenteAlto,2,1.0,60.0,60.0,1.0
338105000,LaFlorida,3,3.0,130.0,363.0,2.0
122358420,Conchali,3,1.0,80.0,171.0,1.0
836365000,LasCondes,4,3.0,245.0,416.0,3.0
637061000,LasCondes,4,3.0,193.0,210.0,2.0
37000000,SanBernardo,2,1.0,42.0,42.0,2.0
992961000,LasCondes,5,3.0,385.0,1280.0,2.0
90000000,PedroAguirreCerda,5,2.0,60.0,85.0,1.0
147698500,Colina,3,3.0,98.0,98.0,1.0
129903500,PuenteAlto,4,2.0,109.0,110.0,2.0
175885780,IsladeMaipo,3,1.0,100.0,710.0,5.0
711800000,LoBarnechea,5,4.0,236.0,450.0,2.0
391490000,Colina,3,3.0,139.0,412.0,2.0
238453000,Colina,6,2.0,225.0,1120.0,5.0
340000000,LaFlorida,3,3.0,127.0,1300.0,7.0
248774100,Huechuraba,3,2.0,116.0,180.0,2.0
150000000,LaFlorida,3,1.0,60.0,144.0,1.0
185068000,Colina,3,2.0,72.0,72.0,1.0
135000000,Renca,2,1.0,72.0,185.0,2.0
182000000,Peñalolén,3,2.0,88.0,88.0,1.0
170000000,SanMiguel,4,3.0,150.0,200.0,2.0
480465000,Santiago,4,4.0,140.0,495.0,3.0
135000000,SanBernardo,8,3.0,342.0,533.0,3.0
122963450,Quilicura,3,3.0,98.0,98.0,1.0
159372020,PedroAguirreCerda,3,2.0,165.0,180.0,2.0
144139500,Colina,3,2.0,73.0,73.0,2.0
711444100,LasCondes,4,3.0,164.0,164.0,2.0
238453000,Colina,6,2.0,215.0,1181.0,5.0
125810650,Macul,4,2.0,87.0,171.0,2.0
953812000,LoBarnechea,6,4.0,320.0,735.0,3.0
160000000,Maipu,3,3.0,90.0,159.0,1.0
85700720,Santiago,3,1.0,74.0,125.0,1.0
101075600,Maipu,3,2.0,66.0,90.0,1.0
551645000,LaReina,4,4.0,196.0,240.0,8.0
95000000,LaGranja,4,1.0,180.0,180.0,2.0
57000000,Santiago,2,1.0,50.0,50.0,1.0
491142000,Colina,4,4.0,184.0,431.0,2.0
408929100,Colina,4,4.0,140.0,460.0,5.0
158000000,Maipu,3,2.0,99.0,267.0,3.0
853804100,LaReina,5,4.0,240.0,600.0,3.0
158000000,Maipu,3,2.0,99.0,267.0,3.0
170832000,Colina,3,3.0,105.0,182.0,2.0
110329000,QuintaNormal,3,2.0,70.0,110.0,2.0
2131841000,LoBarnechea,6,4.0,692.0,692.0,7.0
391490000,Nunoa,3,3.0,121.0,252.0,4.0
266925000,Melipilla,7,4.0,550.0,5000.0,3.0
115311600,Buin,3,3.0,70.0,140.0,2.0
150000000,PuenteAlto,4,3.0,60.0,146.0,2.0
319954100,LoBarnechea,5,3.0,114.0,251.0,2.0
85000000,PuenteAlto,3,2.0,79.0,74.0,1.0
167273000,Colina,4,3.0,110.0,170.0,1.0
711800000,Colina,3,3.0,524.0,5250.0,5.0
409285000,Peñalolén,5,4.0,180.0,490.0,2.0
848963860,Providencia,7,7.0,350.0,305.0,5.0
170000000,Maipu,3,1.0,49.0,144.0,3.0
213540000,Colina,3,3.0,113.0,130.0,2.0
122785500,Recoleta,2,2.0,90.0,140.0,1.0
782980000,LoBarnechea,7,5.0,420.0,2200.0,4.0
129000000,Maipu,3,3.0,66.0,141.0,2.0
622825000,Nunoa,6,4.0,256.0,585.0,5.0
85000000,Santiago,3,1.0,90.0,120.0,1.0
56000000,PuenteAlto,2,1.0,56.0,90.0,1.0
156240100,Maipu,3,3.0,107.0,143.0,2.0
186847500,LaFlorida,3,2.0,86.0,86.0,2.0
355900000,QuintaNormal,5,4.0,168.0,440.0,4.0
135000000,SanJoaquín,4,1.0,81.0,180.0,2.0
1031754100,LasCondes,5,5.0,270.0,538.0,3.0
1743910000,LasCondes,5,4.0,470.0,1763.0,6.0
615707000,Colina,3,3.0,310.0,820.0,2.0
87000000,Quilicura,4,2.0,100.0,80.0,2.0
108000000,SanJoaquín,8,2.0,147.0,175.0,1.0
622825000,LasCondes,3,3.0,180.0,300.0,4.0
213540000,Colina,3,3.0,130.0,280.0,4.0
818570000,LaReina,5,3.0,242.0,1350.0,1.0
180000000,LoPrado,4,3.0,100.0,270.0,3.0
708241000,Paine,6,8.0,562.0,5000.0,5.0
63000000,ElMonte,3,1.0,36.0,80.0,1.0
68000000,LaFlorida,3,1.0,76.0,76.0,2.0
74000000,PuenteAlto,3,1.0,68.0,80.0,1.0
84000000,Pudahuel,2,2.0,70.0,80.0,2.0
146630800,PuenteAlto,3,2.0,90.0,142.0,1.0
1423600000,LasCondes,4,3.0,356.0,356.0,10.0
338105000,LasCondes,5,2.0,98.0,128.0,1.0
140000000,Maipu,5,4.0,200.0,250.0,1.0
130000000,Maipu,3,1.0,214.0,100.0,2.0
115000000,Maipu,3,1.0,100.0,113.0,2.0
143000000,Estacion Central,3,1.0,180.0,285.0,1.0
600000000,Macul,4,3.0,602.0,602.0,1.0
263366000,SanBernardo,3,3.0,157.0,463.0,6.0
266925000,Nunoa,4,3.0,109.0,70.0,1.0
918222000,Colina,5,6.0,490.0,5000.0,4.0
637061000,LasCondes,5,5.0,210.0,319.0,3.0
142360000,Colina,3,2.0,62.0,62.0,3.0
996520000,LasCondes,4,5.0,250.0,625.0,5.0
274043000,Huechuraba,4,3.0,129.0,263.0,2.0
491142000,Colina,4,4.0,250.0,5000.0,6.0
180000000,LaFlorida,4,3.0,120.0,209.0,4.0
604674100,LasCondes,14,4.0,257.0,447.0,2.0
569440000,Nunoa,4,4.0,173.0,366.0,10.0
476906000,Peñalolén,4,3.0,240.0,900.0,3.0
120000000,Quilicura,4,2.0,74.0,87.0,1.0
68000000,PuenteAlto,3,1.0,80.0,100.0,1.0
850000000,Vitacura,4,3.0,120.0,490.0,2.0
85000000,LaPintana,3,1.0,100.0,120.0,1.0
345223000,LaFlorida,5,4.0,152.0,315.0,2.0
141648200,Quilicura,2,2.0,72.0,192.0,5.0
150000000,Nunoa,3,1.0,120.0,250.0,2.0
782980000,Nunoa,5,4.0,300.0,600.0,4.0
782980000,Providencia,4,3.0,172.0,407.0,1.0
110329000,Quilicura,3,1.0,51.0,126.0,1.0
185000000,Nunoa,3,2.0,90.0,220.0,1.0
213540000,Melipilla,4,2.0,250.0,5000.0,1.0
505378000,Peñalolén,5,4.0,139.0,530.0,5.0
302159100,LaFlorida,3,3.0,105.0,300.0,2.0
88000000,PadreHurtado,2,1.0,70.0,92.0,1.0
330987000,LaFlorida,3,3.0,108.0,340.0,2.0
57000000,PuenteAlto,3,2.0,50.0,80.0,1.0
170725230,PuenteAlto,4,3.0,109.0,153.0,1.0
125561520,SanMiguel,3,1.0,79.0,139.0,2.0
854160000,Huechuraba,4,3.0,350.0,4000.0,8.0
90000000,PuenteAlto,3,1.0,100.0,80.0,1.0
708241000,Colina,5,4.0,301.0,5002.0,12.0
1064141000,LaReina,4,5.0,253.0,754.0,4.0
165000000,LaFlorida,3,2.0,77.0,200.0,1.0
675854100,LoBarnechea,6,5.0,234.0,603.0,2.0
95000000,LaPintana,3,1.0,87.0,100.0,1.0
160000000,LasCondes,3,1.0,60.0,160.0,2.0
85000000,Lampa,6,3.0,160.0,250.0,1.0
419962000,Nunoa,3,2.0,140.0,230.0,2.0
80000000,Quilicura,3,2.0,60.0,120.0,1.0
110000000,SanBernardo,2,1.0,56.0,90.0,1.0
85000000,LaFlorida,3,1.0,80.0,100.0,1.0
78000000,PuenteAlto,2,2.0,80.0,100.0,1.0
100000000,Conchali,4,2.0,85.0,90.0,1.0
166917100,PadreHurtado,3,3.0,77.0,136.0,2.0
200000000,ElBosque,6,3.0,300.0,500.0,3.0
551645000,LaReina,4,4.0,196.0,282.0,4.0
230979100,Colina,3,3.0,102.0,298.0,2.0
818570000,LasCondes,5,4.0,314.0,568.0,5.0
516055000,Colina,6,6.0,261.0,5000.0,5.0
889750000,Peñalolén,4,4.0,326.0,1900.0,3.0
512496000,Colina,3,4.0,151.0,384.0,2.0
530291000,Colina,3,3.0,150.0,530.0,2.0
58000000,PuenteAlto,4,2.0,80.0,100.0,1.0
1014315000,LasCondes,5,4.0,290.0,790.0,4.0
57000000,Colina,3,1.0,84.0,68.0,1.0
200000000,LasCondes,4,1.0,110.0,180.0,1.0
113888000,PuenteAlto,3,1.0,60.0,162.0,1.0
62000000,PuenteAlto,2,1.0,42.0,57.0,1.0
462314100,Colina,3,3.0,140.0,404.0,2.0
335000000,Nunoa,4,2.0,108.0,106.0,1.0
142000000,PuenteAlto,4,3.0,110.0,270.0,1.0
530291000,Colina,6,7.0,360.0,5000.0,5.0
230000000,LoBarnechea,7,3.0,140.0,160.0,2.0
181509000,Renca,3,3.0,106.0,195.0,2.0
65000000,Lampa,4,2.0,74.0,87.0,1.0
165000000,LasCondes,3,1.0,65.0,160.0,2.0
782980000,LasCondes,5,4.0,240.0,350.0,2.0
800775000,LasCondes,4,4.0,250.0,700.0,4.0
524952500,Colina,3,4.0,160.0,541.0,3.0
1245650000,LoBarnechea,4,4.0,301.0,1102.0,6.0
240000000,SanMiguel,9,5.0,500.0,330.0,2.0
480109100,LasCondes,3,3.0,160.0,292.0,3.0
430000000,LasCondes,3,2.0,120.0,250.0,2.0
166917100,PadreHurtado,3,3.0,77.0,136.0,2.0
87000000,Quilicura,2,1.0,85.0,100.0,1.0
93000000,PuenteAlto,4,2.0,117.0,89.0,2.0
1316830000,LoBarnechea,5,5.0,450.0,1800.0,2.0
497904100,Vitacura,3,1.0,90.0,350.0,2.0
110000000,PuenteAlto,2,1.0,80.0,100.0,2.0
348426100,LasCondes,3,3.0,140.0,280.0,3.0
150000000,Estacion Central,4,2.0,93.0,214.0,2.0
65000000,Melipilla,2,1.0,54.0,120.0,2.0
177594100,SanBernardo,4,3.0,110.0,210.0,2.0
79000000,Maipu,2,1.0,53.0,73.0,1.0
100000000,ElBosque,4,2.0,135.0,132.0,1.0
665533000,Santiago,11,3.0,275.0,313.0,1.0
142004100,Maipu,4,3.0,109.0,128.0,2.0
249130000,Santiago,5,3.0,233.0,210.0,2.0
205000000,LasCondes,3,1.0,75.0,300.0,3.0
229911400,Santiago,3,2.0,87.0,110.0,1.0
50000000,PuenteAlto,3,1.0,60.0,60.0,1.0
319954100,Pudahuel,3,3.0,110.0,500.0,2.0
85000000,Maipu,4,1.0,75.0,160.0,1.0
130000000,LaFlorida,5,3.0,80.0,200.0,1.0
55000000,PuenteAlto,2,1.0,56.0,90.0,1.0
169000000,PuenteAlto,3,3.0,132.0,160.0,2.0
150000000,Maipu,3,3.0,90.0,178.0,2.0
185068000,LaFlorida,3,1.0,85.0,150.0,1.0
818570000,LaReina,3,4.0,260.0,260.0,6.0
110000000,LaPintana,4,3.0,190.0,200.0,2.0
950253000,Providencia,7,3.0,331.0,387.0,4.0
658415000,LasCondes,5,4.0,170.0,370.0,2.0
2128282000,LoBarnechea,5,6.0,600.0,1650.0,6.0
150000000,PuenteAlto,3,3.0,82.0,120.0,1.0
141577020,Maipu,3,2.0,70.0,146.0,1.0
132501570,Maipu,4,2.0,70.0,145.0,2.0
90000000,Quilicura,4,2.0,66.0,90.0,1.0
704682000,Colina,4,4.0,255.0,731.0,5.0
135242000,Lampa,3,2.0,70.0,210.0,2.0
1245650000,LoBarnechea,4,4.0,320.0,1200.0,6.0
533850000,LasCondes,4,4.0,143.0,244.0,2.0
996520000,LasCondes,4,4.0,300.0,300.0,3.0
129903500,Cerrillos,3,2.0,151.0,59.0,2.0
185000000,Tiltil,4,5.0,140.0,306.0,3.0
129903500,Penaflor,3,3.0,73.0,160.0,1.0
177238200,Peñalolén,4,2.0,95.0,109.0,2.0
138000000,Maipu,3,3.0,96.0,121.0,1.0
55000000,SanBernardo,3,1.0,43.0,60.0,1.0
145000000,Quilicura,3,3.0,88.0,120.0,2.0
366577000,Peñalolén,4,3.0,114.0,280.0,3.0
500000000,IsladeMaipo,6,4.0,300.0,5100.0,1.0
95000000,Quilicura,3,1.0,90.0,105.0,2.0
83000000,Lampa,3,1.0,81.0,120.0,2.0
502000000,Vitacura,4,3.0,140.0,300.0,3.0
179017700,LaFlorida,3,3.0,99.0,137.0,1.0
145919000,Pudahuel,3,2.0,105.0,150.0,2.0
128000000,Maipu,3,2.0,115.0,70.0,3.0
135000000,Renca,2,1.0,72.0,185.0,2.0
142360000,SanBernardo,4,3.0,90.0,122.0,2.0
854160000,LoBarnechea,4,3.0,250.0,950.0,4.0
847042000,LoBarnechea,4,4.0,260.0,694.0,4.0
142360000,Buin,3,3.0,93.0,161.0,1.0
135000000,Estacion Central,4,2.0,160.0,160.0,2.0
907545000,Providencia,6,3.0,460.0,800.0,4.0
205000000,LasCondes,3,1.0,50.0,200.0,1.0
184900000,Nunoa,3,1.0,81.0,95.0,1.0
747034100,LasCondes,6,5.0,265.0,480.0,5.0
576558000,Colina,3,3.0,175.0,500.0,2.0
190000000,Maipu,3,3.0,140.0,165.0,1.0
65000000,LaPintana,3,1.0,70.0,80.0,1.0
130000000,Paine,3,2.0,125.0,455.0,1.0
105239630,PuenteAlto,3,2.0,90.0,100.0,1.0
814975410,LaReina,8,5.0,321.0,1958.0,6.0
266925000,Maipu,3,1.0,88.0,278.0,3.0
75000000,PuenteAlto,2,1.0,45.0,70.0,1.0
319954100,Nunoa,4,2.0,100.0,180.0,2.0
174391000,PuenteAlto,3,2.0,100.0,200.0,2.0
73000000,PuenteAlto,3,1.0,75.0,100.0,2.0
1060546410,LasCondes,6,6.0,350.0,1300.0,2.0
782980000,SanMiguel,3,1.0,112.0,660.0,2.0
871955000,Vitacura,4,4.0,200.0,400.0,2.0
150000000,LoPrado,2,1.0,130.0,170.0,2.0
128124000,Buin,3,2.0,75.0,160.0,2.0
1601550000,LasCondes,4,4.0,650.0,2500.0,6.0
95000000,Cerrillos,3,1.0,85.0,110.0,1.0
75000000,PuenteAlto,3,1.0,100.0,200.0,1.0
640620000,Pirque,3,5.0,290.0,5040.0,2.0
65000000,SanBernardo,3,1.0,47.0,75.0,1.0
1245650000,LasCondes,5,4.0,590.0,1100.0,4.0
460000000,LasCondes,4,3.0,125.0,250.0,3.0
355544100,LasCondes,4,3.0,95.0,200.0,3.0
120000000,Quilicura,3,3.0,85.0,85.0,1.0
996520000,LoBarnechea,4,4.0,290.0,800.0,2.0
145000000,Buin,3,2.0,66.0,189.0,3.0
82000000,PuenteAlto,5,2.0,80.0,140.0,1.0
960574100,LasCondes,5,5.0,270.0,538.0,3.0
487583000,Colina,3,3.0,140.0,500.0,2.0
125000000,PuenteAlto,3,2.0,102.0,198.0,1.0
476906000,Peñalolén,4,3.0,240.0,900.0,3.0
220658000,SanBernardo,3,3.0,122.0,244.0,2.0
165000000,SanJoaquín,3,2.0,110.0,250.0,2.0
108371550,LaReina,3,1.0,76.0,135.0,1.0
54000000,PuenteAlto,5,1.0,65.0,90.0,1.0
75000000,LoEspejo,3,1.0,90.0,105.0,2.0
180000000,LasCondes,2,1.0,40.0,160.0,1.0
162000000,LasCondes,5,1.0,100.0,160.0,2.0
533850000,Lampa,4,4.0,411.0,5000.0,3.0
459111000,LasCondes,4,3.0,140.0,230.0,2.0
120000000,Lampa,4,1.0,75.0,400.0,3.0
92000000,PuenteAlto,3,1.0,70.0,100.0,1.0
90000000,Quilicura,4,2.0,67.0,78.0,1.0
151755760,PuenteAlto,3,2.0,77.0,136.0,1.0
60000000,PuenteAlto,2,1.0,46.0,60.0,1.0
179017700,LaFlorida,3,3.0,99.0,137.0,1.0
118000000,Estacion Central,3,1.0,74.0,170.0,1.0
205000000,LasCondes,3,1.0,67.0,306.0,3.0
1010756000,LoBarnechea,5,5.0,357.0,1190.0,2.0
