Precio,Comuna,Dormitorios,Banos,Area Construida,Area Total,Estacionamientos
1601194100,Santiago,3,5.0,380.0,600.0,5.0
1420041000,Santiago,5,3.0,250.0,556.0,7.0
469788000,Providencia,8,4.0,220.0,220.0,4.0
99652000,Penaflor,3,1.0,95.0,87.0,1.0
172575910,Conchali,3,1.0,100.0,190.0,1.0
350000000,LaReina,4,2.0,143.0,348.0,2.0
153037000,SanBernardo,4,3.0,105.0,200.0,1.0
142004100,QuintaNormal,3,1.0,107.0,135.0,2.0
79900000,Maipu,4,1.0,76.0,85.0,2.0
480465000,LasCondes,5,2.0,202.0,574.0,2.0
345899210,Santiago,5,4.0,240.0,240.0,1.0
78000000,PuenteAlto,3,2.0,58.0,90.0,1.0
130259400,PuenteAlto,3,2.0,70.0,144.0,1.0
183288500,Maipu,3,3.0,98.0,180.0,2.0
150000000,PuenteAlto,3,3.0,80.0,120.0,2.0
105000000,PuenteAlto,3,2.0,98.0,98.0,2.0
97000000,PuenteAlto,4,2.0,80.0,80.0,1.0
135242000,Nunoa,1,1.0,37.0,37.0,1.0
815011000,Vitacura,5,4.0,154.0,154.0,2.0
153037000,IsladeMaipo,3,3.0,90.0,90.0,2.0
83636500,Independencia,2,1.0,43.0,43.0,1.0
124000000,Maipu,3,2.0,90.0,110.0,2.0
565881000,Colina,3,2.0,244.0,244.0,2.0
601471000,Colina,4,4.0,380.0,380.0,6.0
1708320000,LasCondes,6,5.0,765.0,765.0,10.0
622825000,Colina,4,4.0,200.0,200.0,2.0
533850000,Colina,3,3.0,204.0,204.0,2.0
615707000,Colina,4,3.0,266.0,266.0,8.0
597912000,Colina,4,4.0,197.0,197.0,2.0
498260000,Colina,4,4.0,250.0,250.0,2.0
491142000,Colina,3,3.0,193.0,193.0,4.0
107900000,Lampa,3,2.0,70.0,108.0,3.0
455552000,Colina,5,4.0,260.0,260.0,5.0
373695000,Colina,3,4.0,232.0,232.0,5.0
437757000,Colina,3,3.0,140.0,140.0,2.0
978725000,Colina,5,6.0,680.0,680.0,13.0
960930000,Colina,6,5.0,375.0,375.0,12.0
800775000,Colina,4,4.0,271.0,271.0,13.0
708241000,Colina,3,4.0,350.0,350.0,2.0
694005000,Colina,4,4.0,354.0,354.0,6.0
669092000,Colina,3,3.0,262.0,262.0,4.0
629943000,Colina,4,4.0,230.0,230.0,2.0
480465000,Colina,4,4.0,180.0,180.0,8.0
314971500,Colina,3,3.0,173.0,173.0,2.0
708241000,Colina,5,5.0,404.0,404.0,1.0
708241000,Colina,5,3.0,400.0,400.0,10.0
604674100,Colina,3,5.0,386.0,386.0,6.0
494701000,Colina,5,5.0,272.0,272.0,1.0
1334625000,Colina,5,5.0,516.0,516.0,11.0
98000000,Lampa,2,1.0,48.0,91.0,2.0
836365000,Colina,5,6.0,400.0,400.0,15.0
1067700000,Colina,5,4.0,450.0,450.0,2.0
462670000,Colina,4,4.0,471.0,471.0,1.0
384372000,LaReina,4,4.0,140.0,250.0,2.0
155000000,Maipu,3,2.0,75.0,190.0,2.0
78298000,SanJoaquín,2,1.0,52.0,110.0,1.0
93245800,Lampa,2,1.0,80.0,97.0,2.0
89900000,Conchali,4,1.0,75.0,120.0,2.0
170832000,IsladeMaipo,3,3.0,116.0,116.0,2.0
188627000,Santiago,2,2.0,49.0,58.0,1.0
622825000,LaReina,9,4.0,350.0,350.0,4.0
150000000,Maipu,4,1.0,105.0,294.0,4.0
142004100,PuenteAlto,3,2.0,68.0,188.0,1.0
134530200,LaFlorida,3,2.0,145.0,62.0,2.0
129900000,Lampa,4,2.0,100.0,198.0,3.0
132003310,Maipu,3,3.0,66.0,141.0,2.0
107624160,Quilicura,5,2.0,100.0,100.0,1.0
97445420,Maipu,3,2.0,106.0,106.0,1.0
199304000,PuenteAlto,4,3.0,116.0,209.0,1.0
132900000,Colina,3,2.0,77.0,120.0,2.0
298000000,SanJoaquín,3,2.0,476.0,476.0,4.0
102000000,Penaflor,2,2.0,65.0,179.0,2.0
110000000,Maipu,2,2.0,55.0,55.0,3.0
60000000,ElBosque,4,1.0,61.0,61.0,1.0
800775000,Vitacura,4,4.0,230.0,283.0,2.0
400000000,Vitacura,3,2.0,100.0,100.0,2.0
1743874410,LoBarnechea,7,6.0,670.0,1100.0,4.0
201261450,LaFlorida,3,2.0,90.0,230.0,2.0
779421000,Colina,4,4.0,250.0,250.0,4.0
84900000,Quilicura,3,2.0,62.0,88.0,2.0
286000000,Macul,5,4.0,213.0,292.0,7.0
145385150,PuenteAlto,3,2.0,94.0,94.0,2.0
79900000,Quilicura,2,1.0,60.0,95.0,3.0
89686800,LaFlorida,3,1.0,65.0,65.0,1.0
170832000,Colina,3,3.0,110.0,270.0,2.0
220658000,Lampa,3,3.0,120.0,220.0,2.0
72000000,Peñalolén,3,1.0,78.0,78.0,1.0
105000000,Peñalolén,3,1.0,65.0,77.0,2.0
491142000,Peñalolén,3,2.0,100.0,576.0,20.0
115000000,CerroNavia,6,3.0,114.0,162.0,2.0
117000000,Peñalolén,3,3.0,85.0,162.0,1.0
291838000,Nunoa,4,2.0,100.0,245.0,2.0
403946500,LasCondes,3,3.0,105.0,267.0,2.0
1601550000,LoBarnechea,6,4.0,618.0,618.0,7.0
551645000,LasCondes,5,2.0,150.0,200.0,1.0
391490000,Peñalolén,2,4.0,140.0,347.0,1.0
130971200,Maipu,3,2.0,71.0,135.0,2.0
355900000,Peñalolén,5,4.0,180.0,426.0,1.0
240000000,Recoleta,4,2.0,295.0,295.0,3.0
130000000,Buin,3,2.0,86.0,155.0,2.0
69400500,Renca,2,1.0,50.0,62.0,1.0
126486860,Recoleta,3,1.0,74.0,162.0,1.0
132000000,Huechuraba,6,2.0,160.0,204.0,1.0
60000000,ElBosque,4,1.0,80.0,90.0,2.0
250000000,QuintaNormal,5,2.0,109.0,285.0,2.0
140000000,Maipu,5,3.0,110.0,110.0,1.0
1014315000,LoBarnechea,4,4.0,241.0,3400.0,6.0
130000000,PuenteAlto,3,2.0,75.0,75.0,2.0
98000000,PuenteAlto,2,2.0,70.0,70.0,1.0
138000000,LaFlorida,4,2.0,100.0,160.0,2.0
139000000,LaFlorida,4,2.0,100.0,160.0,2.0
150000000,LaFlorida,3,1.0,162.0,162.0,3.0
410000000,LaCisterna,5,2.0,245.0,245.0,6.0
225996500,Santiago,4,3.0,200.0,200.0,2.0
248000000,Santiago,5,3.0,122.0,374.0,2.0
302728093,Santiago,4,4.0,172.0,192.0,2.0
320000000,Santiago,6,3.0,250.0,400.0,5.0
157000000,Santiago,3,3.0,81.0,152.0,2.0
170592048,Santiago,4,3.0,83.0,123.0,2.0
235427850,Cerrillos,4,3.0,114.0,153.0,4.0
142288820,Maipu,3,2.0,140.0,140.0,1.0
80000000,PuenteAlto,3,1.0,69.0,125.0,2.0
80000000,Talagante,4,1.0,68.0,128.0,1.0
87000000,PuenteAlto,2,1.0,90.0,80.0,1.0
42000000,LaPintana,3,1.0,60.0,69.0,1.0
80000000,LaPintana,3,2.0,54.0,94.0,2.0
142004100,LaFlorida,3,2.0,70.0,121.0,2.0
280000000,PuenteAlto,4,3.0,200.0,412.0,4.0
83990000,PuenteAlto,2,1.0,60.0,70.0,1.0
560791630,SanBernardo,6,3.0,190.0,511.0,2.0
179000000,PuenteAlto,4,3.0,140.0,162.0,1.0
249130000,SanBernardo,4,4.0,98.0,260.0,2.0
150000000,Santiago,4,2.0,103.0,103.0,1.0
199268410,PuenteAlto,4,3.0,123.0,159.0,2.0
210000000,Maipu,5,1.0,94.0,164.0,2.0
284720000,SanMiguel,7,2.0,200.0,200.0,3.0
2135400000,LoBarnechea,3,5.0,600.0,1800.0,4.0
1064141000,LoBarnechea,6,5.0,458.0,1311.0,4.0
138445100,Buin,3,3.0,90.0,163.0,1.0
80000000,Santiago,3,1.0,47.0,94.0,1.0
220658000,Buin,3,3.0,96.0,201.0,2.0
100000000,CerroNavia,2,1.0,90.0,90.0,2.0
75000000,PuenteAlto,2,1.0,52.0,74.0,2.0
650000000,Macul,5,2.0,230.0,510.0,6.0
150000000,QuintaNormal,4,2.0,165.0,210.0,1.0
117000000,Paine,4,1.0,95.0,167.0,1.0
747390000,Colina,4,5.0,240.0,650.0,3.0
836187050,LasCondes,4,3.0,250.0,1200.0,4.0
765185000,LoBarnechea,4,3.0,280.0,5500.0,6.0
630000000,Providencia,4,2.0,216.0,237.0,2.0
578337500,Nunoa,2,1.0,120.0,709.0,3.0
426724100,Nunoa,7,4.0,335.0,182.0,4.0
419962000,LaReina,4,2.0,104.0,420.0,2.0
302515000,LaFlorida,5,3.0,148.0,272.0,4.0
277602000,Peñalolén,4,3.0,116.0,236.0,3.0
408929100,Colina,3,3.0,140.0,460.0,5.0
90000000,PuenteAlto,2,1.0,60.0,80.0,2.0
125000000,Lampa,3,3.0,100.0,258.0,5.0
75806700,PadreHurtado,3,2.0,70.0,80.0,1.0
191830100,PuenteAlto,3,2.0,178.0,178.0,2.0
328068620,Talagante,4,4.0,280.0,5070.0,8.0
160902390,Maipu,4,2.0,110.0,170.0,3.0
300000000,Recoleta,3,1.0,64.0,390.0,8.0
85000000,PuenteAlto,2,1.0,45.0,60.0,1.0
300000000,Quilicura,3,2.0,120.0,263.0,1.0
157236620,Maipu,4,3.0,108.0,124.0,2.0
448434000,LasCondes,3,2.0,120.0,350.0,2.0
155000000,SanBernardo,3,3.0,100.0,200.0,3.0
270484000,Huechuraba,4,3.0,160.0,210.0,2.0
782980000,LasCondes,6,5.0,210.0,700.0,2.0
889750000,Colina,5,5.0,400.0,5000.0,12.0
800775000,Colina,4,4.0,285.0,800.0,2.0
140000000,Estacion Central,3,1.0,122.0,180.0,2.0
320310000,Huechuraba,3,4.0,139.0,230.0,1.0
218878500,LaCisterna,4,3.0,130.0,180.0,2.0
242012000,Quilicura,3,3.0,111.0,242.0,2.0
90000000,PuenteAlto,3,2.0,50.0,110.0,2.0
1063073300,LoBarnechea,4,4.0,2080.0,369.0,3.0
530291000,Colina,3,4.0,197.0,4800.0,3.0
138445100,PuenteAlto,3,2.0,93.0,163.0,1.0
234894000,LaCisterna,3,3.0,180.0,329.0,3.0
162000000,Cerrillos,3,2.0,92.0,170.0,2.0
160155000,Quilicura,3,3.0,92.0,128.0,1.0
132000000,LoPrado,4,1.0,90.0,160.0,3.0
85000000,SanBernardo,7,3.0,100.0,130.0,1.0
590000000,Peñalolén,4,3.0,198.0,837.0,5.0
105000000,Maipu,4,2.0,80.0,90.0,2.0
601471000,Providencia,4,2.0,126.0,437.0,3.0
316751000,PadreHurtado,5,3.0,225.0,340.0,3.0
373695000,LaCisterna,4,3.0,200.0,489.0,5.0
743831000,Colina,4,4.0,240.0,4800.0,3.0
186954270,Cerrillos,3,2.0,139.0,149.0,2.0
515699100,Colina,4,4.0,264.0,5017.0,2.0
147698500,Maipu,4,1.0,119.0,156.0,1.0
95000000,Renca,3,2.0,125.0,165.0,2.0
105000000,Peñalolén,8,2.0,139.0,162.0,2.0
234894000,Nunoa,3,2.0,139.0,139.0,1.0
370136000,SanMiguel,6,2.0,429.0,429.0,2.0
749000000,Recoleta,5,2.0,876.0,876.0,6.0
197275370,Cerrillos,5,2.0,150.0,150.0,3.0
199304000,PuenteAlto,4,3.0,209.0,209.0,2.0
150296570,Maipu,4,3.0,80.0,80.0,1.0
266569100,Quilicura,4,2.0,130.0,252.0,4.0
183500000,Maipu,3,2.0,85.0,223.0,3.0
577696880,LasCondes,8,3.0,228.0,350.0,10.0
331485260,PadreHurtado,3,4.0,180.0,200.0,3.0
77230300,PadreHurtado,3,2.0,75.0,100.0,1.0
676210000,Vitacura,5,3.0,183.0,270.0,4.0
85593950,PuenteAlto,4,1.0,100.0,130.0,3.0
231335000,Huechuraba,4,3.0,125.0,162.0,3.0
81607870,Quilicura,4,2.0,95.0,100.0,1.0
308565300,LaFlorida,3,3.0,127.0,287.0,3.0
288279000,LaReina,4,2.0,98.0,360.0,2.0
128000000,SanBernardo,4,3.0,98.0,105.0,1.0
82000000,PadreHurtado,2,1.0,50.0,60.0,1.0
72000000,LaGranja,3,1.0,67.0,101.0,1.0
105204040,Macul,4,2.0,71.0,171.0,2.0
54000000,LaPintana,2,2.0,44.0,63.0,1.0
69471680,ElBosque,3,1.0,56.0,114.0,2.0
120000000,CerroNavia,3,2.0,150.0,180.0,2.0
54900000,Lampa,2,2.0,57.0,77.0,2.0
160000000,Lampa,4,3.0,99.0,273.0,2.0
516055000,Maipu,3,4.0,254.0,1100.0,3.0
451993000,LaFlorida,4,4.0,250.0,400.0,4.0
75000000,Maipu,2,1.0,56.0,70.0,1.0
462670000,Providencia,4,2.0,147.0,310.0,2.0
259807000,Quilicura,3,3.0,177.0,216.0,1.0
113888000,LaFlorida,3,3.0,181.0,533.0,4.0
391134100,Pudahuel,3,4.0,243.0,643.0,2.0
708241000,Paine,8,8.0,562.0,5000.0,12.0
393127140,Maipu,3,2.0,119.0,600.0,7.0
410000000,LaCisterna,5,2.0,245.0,245.0,6.0
250000000,Recoleta,3,1.0,100.0,500.0,8.0
489362500,LasCondes,3,3.0,144.0,200.0,2.0
152000000,Maipu,3,2.0,75.0,124.0,1.0
80000000,ElMonte,5,1.0,190.0,154.0,1.0
71713850,SanBernardo,2,1.0,80.0,81.0,3.0
115000000,SanBernardo,4,2.0,84.0,208.0,2.0
508937000,Peñalolén,4,3.0,140.0,513.0,2.0
185000000,Nunoa,3,2.0,85.0,171.0,1.0
78000000,PuenteAlto,4,2.0,86.0,80.0,1.0
80000000,Penaflor,3,2.0,71.0,75.0,1.0
90000000,Penaflor,3,2.0,83.0,88.0,1.0
297176500,LasCondes,4,2.0,100.0,218.0,2.0
133818400,LaFlorida,5,3.0,146.0,182.0,1.0
745432550,LasCondes,8,6.0,267.0,400.0,4.0
121006000,Quilicura,4,2.0,80.0,150.0,1.0
327285640,LaReina,3,3.0,137.0,293.0,2.0
516055000,Vitacura,4,3.0,140.0,297.0,2.0
419962000,LaFlorida,5,4.0,230.0,400.0,2.0
270484000,LaFlorida,4,4.0,135.0,185.0,2.0
532070500,Talagante,4,5.0,300.0,5000.0,3.0
775862000,Colina,5,5.0,269.0,4485.0,5.0
526732000,Colina,4,3.0,200.0,680.0,2.0
516055000,Colina,3,4.0,140.0,426.0,6.0
200000000,PuenteAlto,4,3.0,139.0,214.0,1.0
65000000,PuenteAlto,4,1.0,54.0,92.0,1.0
480109100,LaReina,4,3.0,220.0,320.0,3.0
245571000,LasCondes,3,2.0,124.0,270.0,2.0
387931000,LasCondes,4,3.0,125.0,222.0,1.0
280000000,Nunoa,4,2.0,180.0,215.0,4.0
772303000,LoBarnechea,5,4.0,283.0,703.0,1.0
327428000,Vitacura,3,1.0,69.0,200.0,2.0
234894000,Nunoa,3,2.0,139.0,139.0,1.0
365000000,QuintaNormal,4,2.0,423.0,423.0,2.0
615707000,Vitacura,5,3.0,168.0,368.0,2.0
266925000,Colina,4,3.0,109.0,400.0,2.0
238453000,Pudahuel,4,3.0,103.0,204.0,2.0
205176350,LaFlorida,3,2.0,155.0,144.0,2.0
139512800,PuenteAlto,3,2.0,67.0,144.0,1.0
373339100,Peñalolén,4,3.0,140.0,277.0,2.0
526732000,LaReina,4,4.0,156.0,300.0,2.0
155000001,LaFlorida,3,2.0,76.0,172.0,2.0
132000000,Cerrillos,3,3.0,76.0,124.0,3.0
190000000,Cerrillos,3,3.0,85.0,147.0,2.0
110000000,PuenteAlto,3,1.0,80.0,80.0,3.0
460178700,LasCondes,3,3.0,123.0,180.0,4.0
765185000,Nunoa,6,4.0,361.0,668.0,4.0
556983500,LasCondes,5,3.0,199.0,354.0,4.0
142324410,Quilicura,3,3.0,104.0,125.0,1.0
160155000,PedroAguirreCerda,3,2.0,110.0,270.0,2.0
158000000,PuenteAlto,3,2.0,70.0,142.0,1.0
832806000,LasCondes,5,3.0,234.0,476.0,5.0
779421000,LoBarnechea,3,3.0,270.0,5000.0,8.0
1204721500,LoBarnechea,7,7.0,520.0,820.0,7.0
220000000,LasCondes,3,1.0,102.0,246.0,1.0
704682000,LasCondes,4,3.0,300.0,900.0,2.0
886191000,LoBarnechea,6,5.0,420.0,770.0,5.0
921781000,LoBarnechea,4,4.0,235.0,440.0,3.0
288279000,LaReina,4,2.0,98.0,360.0,2.0
281161000,Huechuraba,6,3.0,140.0,300.0,2.0
444875000,LaReina,5,3.0,133.0,240.0,1.0
95000000,Peñalolén,4,2.0,95.0,120.0,1.0
160000000,SanBernardo,5,3.0,70.0,120.0,1.0
160155000,Quilicura,3,2.0,70.0,128.0,1.0
371915500,Peñalolén,3,3.0,135.0,342.0,2.0
99000000,Maipu,2,1.0,47.0,128.0,3.0
270484000,LaFlorida,3,3.0,113.0,258.0,2.0
65000000,Maipu,3,2.0,68.0,162.0,2.0
911104000,LoBarnechea,5,5.0,340.0,1000.0,3.0
472991100,Providencia,4,3.0,137.0,327.0,3.0
165000000,PuenteAlto,3,3.0,132.0,169.0,3.0
105239630,Curacavi,1,1.0,92.0,5138.0,5.0
129000000,Maipu,3,2.0,82.0,108.0,1.0
78000000,Maipu,2,1.0,47.0,86.0,1.0
85000000,Maipu,2,1.0,55.0,121.0,2.0
120000000,SanBernardo,4,2.0,99.0,147.0,1.0
200000000,Pudahuel,6,2.0,168.0,290.0,2.0
156596000,Lampa,4,3.0,120.0,180.0,2.0
125000000,Maipu,3,3.0,66.0,141.0,2.0
498260000,Peñalolén,4,4.0,140.0,500.0,3.0
341664000,LasCondes,4,2.0,86.0,193.0,2.0
110000000,Maipu,3,3.0,70.0,100.0,1.0
132000000,Maipu,7,3.0,132.0,142.0,1.0
98000000,LoPrado,3,1.0,102.0,162.0,2.0
1067700000,LoBarnechea,5,4.0,301.0,1102.0,4.0
135000000,PadreHurtado,3,2.0,90.0,140.0,1.0
480465000,SanMiguel,6,5.0,237.0,594.0,2.0
704682000,Peñalolén,5,6.0,300.0,880.0,4.0
1067700000,Nunoa,4,3.0,352.0,734.0,9.0
124565000,Lampa,3,2.0,75.0,200.0,2.0
91000000,Maipu,3,1.0,55.0,100.0,1.0
168340700,Maipu,3,3.0,100.0,110.0,2.0
195000000,SanBernardo,5,2.0,148.0,306.0,1.0
444875000,Providencia,3,2.0,130.0,264.0,2.0
336325500,LaFlorida,3,3.0,110.0,380.0,4.0
125000000,SanJoaquín,3,1.0,92.0,252.0,2.0
100000000,CerroNavia,5,1.0,102.0,160.0,1.0
175800000,Penaflor,4,3.0,110.0,165.0,2.0
88600000,SanBernardo,3,2.0,90.0,160.0,1.0
80000000,CerroNavia,2,1.0,70.0,162.0,1.0
90000000,Peñalolén,3,1.0,62.0,121.0,3.0
227776000,Lampa,4,3.0,120.0,210.0,2.0
170832000,PuenteAlto,3,3.0,94.0,180.0,2.0
176170500,PuenteAlto,3,3.0,94.0,154.0,2.0
176170500,PuenteAlto,3,3.0,94.0,200.0,2.0
144900000,PuenteAlto,4,3.0,72.0,120.0,1.0
140000000,LaFlorida,5,3.0,81.0,162.0,1.0
125000000,QuintaNormal,3,1.0,76.0,204.0,2.0
105844660,SanBernardo,4,2.0,122.0,104.0,3.0
175000000,Estacion Central,4,3.0,78.0,192.0,3.0
427080000,LasCondes,3,1.0,85.0,285.0,2.0
60000000,SanBernardo,3,2.0,60.0,100.0,2.0
110000000,Cerrillos,5,3.0,110.0,225.0,3.0
110000000,Pudahuel,4,2.0,72.0,75.0,1.0
165000000,Maipu,3,1.0,58.0,282.0,2.0
63000000,SanBernardo,3,1.0,50.0,118.0,3.0
118000000,PuenteAlto,3,2.0,57.0,149.0,3.0
65000000,SanBernardo,3,1.0,50.0,118.0,1.0
131683000,PuenteAlto,3,1.0,90.0,120.0,1.0
125000000,LaPintana,3,2.0,125.0,112.0,1.0
320310000,LaFlorida,4,3.0,120.0,313.0,1.0
142004100,Maipu,3,2.0,84.0,128.0,2.0
1138880000,Vitacura,5,3.0,380.0,800.0,5.0
65000000,Lampa,4,2.0,74.0,87.0,2.0
220000000,LaFlorida,4,1.0,148.0,148.0,1.0
932458000,Vitacura,4,3.0,280.0,640.0,4.0
100000000,LaReina,4,1.0,100.0,150.0,1.0
185000000,Independencia,3,1.0,101.0,246.0,2.0
300699910,Macul,10,6.0,249.0,321.0,2.0
252689000,Macul,5,2.0,184.0,360.0,3.0
180441300,LaFlorida,3,3.0,120.0,150.0,1.0
551645000,Santiago,5,7.0,300.0,3150.0,1.0
423521000,LasCondes,3,3.0,110.0,195.0,1.0
135000000,SanBernardo,5,2.0,152.0,152.0,1.0
352341000,LaFlorida,4,2.0,123.0,485.0,4.0
75000000,PuenteAlto,2,1.0,120.0,200.0,1.0
130000000,PuenteAlto,4,2.0,54.0,135.0,2.0
170000000,Quilicura,3,1.0,87.0,350.0,1.0
523173000,Colina,3,3.0,180.0,427.0,2.0
302515000,Pudahuel,5,3.0,137.0,296.0,2.0
515699100,Colina,4,3.0,189.0,745.0,1.0
55000000,PuenteAlto,3,2.0,80.0,79.0,2.0
398252100,Colina,3,3.0,140.0,350.0,2.0
366577000,Peñalolén,5,4.0,172.0,231.0,3.0
252333100,Santiago,5,2.0,221.0,262.0,4.0
533850000,Providencia,4,2.0,135.0,356.0,1.0
419962000,Peñalolén,3,4.0,160.0,400.0,2.0
95000000,PadreHurtado,3,2.0,120.0,189.0,1.0
420000000,LaReina,5,5.0,210.0,450.0,3.0
1637140000,Vitacura,5,5.0,1080.0,500.0,5.0
505378000,Peñalolén,4,3.0,170.0,300.0,3.0
423165100,Vitacura,4,3.0,130.0,275.0,1.0
365000000,QuintaNormal,4,2.0,142.0,423.0,2.0
69900000,Colina,2,1.0,48.0,76.0,2.0
117447000,Cerrillos,2,1.0,67.0,324.0,1.0
512496000,Huechuraba,5,4.0,234.0,426.0,2.0
128000000,SanBernardo,3,2.0,87.0,95.0,1.0
52000000,LaGranja,3,1.0,76.0,60.0,1.0
85000000,PuenteAlto,2,2.0,70.0,105.0,2.0
460890500,LasCondes,4,3.0,212.0,212.0,2.0
423521000,LaReina,6,3.0,183.0,452.0,1.0
65000000,PuenteAlto,3,1.0,15.0,100.0,1.0
131683000,PuenteAlto,3,2.0,194.0,195.0,2.0
460890500,LasCondes,4,3.0,120.0,212.0,2.0
79000000,SanBernardo,3,2.0,70.0,92.0,2.0
135000000,Maipu,3,2.0,85.0,193.0,2.0
1494780000,Vitacura,6,6.0,480.0,1090.0,3.0
120000000,ElBosque,7,1.0,140.0,180.0,3.0
154500000,SanBernardo,3,3.0,110.0,160.0,4.0
270484000,Peñalolén,4,3.0,147.0,176.0,1.0
259451100,LaFlorida,3,2.0,110.0,239.0,4.0
180000000,Quilicura,5,3.0,170.0,194.0,2.0
298956000,LaReina,3,2.0,98.0,228.0,3.0
110000000,Quilicura,3,3.0,77.0,114.0,1.0
110329000,PuenteAlto,3,2.0,57.0,94.0,2.0
128124000,Maipu,4,3.0,89.0,122.0,1.0
1245650000,LoBarnechea,7,6.0,670.0,2150.0,8.0
996520000,LoBarnechea,5,5.0,300.0,700.0,3.0
204749270,LaFlorida,6,3.0,182.0,302.0,2.0
590794000,LasCondes,3,3.0,127.0,207.0,2.0
90000000,LaFlorida,4,1.0,83.0,120.0,2.0
180000000,PuenteAlto,4,2.0,166.0,181.0,1.0
180000000,LaFlorida,3,1.0,320.0,320.0,3.0
389710500,LasCondes,5,2.0,124.0,320.0,3.0
205176350,LaFlorida,4,2.0,152.0,144.0,1.0
148600000,SanBernardo,3,2.0,110.0,220.0,3.0
70000000,Colina,2,1.0,90.0,105.0,1.0
185000000,PuenteAlto,3,3.0,89.0,160.0,2.0
676210000,Vitacura,4,3.0,140.0,330.0,2.0
530291000,Vitacura,4,4.0,130.0,195.0,1.0
150000000,Macul,3,1.0,90.0,161.0,2.0
533850000,LaReina,3,4.0,198.0,340.0,2.0
151257500,PuenteAlto,3,2.0,98.0,174.0,2.0
88975000,Buin,2,2.0,54.0,100.0,1.0
409285000,Peñalolén,5,4.0,140.0,300.0,2.0
80000000,CerroNavia,3,1.0,95.0,198.0,2.0
94000000,PuenteAlto,2,1.0,70.0,122.0,1.0
124990000,PuenteAlto,2,2.0,90.0,90.0,1.0
637061000,Vitacura,3,4.0,250.0,250.0,1.0
106770000,Maipu,3,1.0,80.0,60.0,2.0
142004100,PuenteAlto,4,3.0,95.0,130.0,1.0
129990000,PuenteAlto,4,2.0,156.0,80.0,1.0
125000000,Maipu,3,2.0,61.0,150.0,1.0
295397000,LaFlorida,4,3.0,138.0,254.0,2.0
103211000,Maipu,3,2.0,66.0,101.0,1.0
836365000,Colina,6,5.0,330.0,1100.0,5.0
99000000,SanBernardo,3,2.0,75.0,130.0,1.0
670871500,LasCondes,4,4.0,190.0,302.0,2.0
85000000,PuenteAlto,3,2.0,184.0,184.0,2.0
957371000,Vitacura,5,2.0,149.0,544.0,4.0
1060582000,LoBarnechea,5,4.0,355.0,924.0,4.0
295397000,Maipu,5,3.0,139.0,295.0,5.0
110000000,Maipu,3,1.0,120.0,145.0,1.0
189000000,Maipu,6,3.0,138.0,220.0,3.0
67000000,Quilicura,3,1.0,70.0,63.0,1.0
175000000,Maipu,4,3.0,119.0,300.0,1.0
84600000,ElBosque,4,2.0,70.0,100.0,2.0
56000000,Lampa,2,1.0,40.0,70.0,1.0
240000000,Maipu,6,3.0,125.0,300.0,2.0
177950000,PedroAguirreCerda,3,3.0,105.0,270.0,3.0
190000000,LaFlorida,6,3.0,152.0,269.0,6.0
138801000,LaFlorida,3,3.0,69.0,80.0,1.0
327428000,Colina,3,3.0,120.0,350.0,2.0
110329000,SanJoaquín,5,2.0,160.0,160.0,1.0
154816500,Maipu,3,3.0,93.0,145.0,1.0
153000000,PuenteAlto,5,2.0,96.0,105.0,1.0
219500000,SanBernardo,5,3.0,145.0,150.0,1.0
348782000,SanMiguel,4,2.0,120.0,300.0,2.0
274043000,Colina,3,3.0,140.0,628.0,2.0
65592370,PadreHurtado,2,1.0,53.0,58.0,1.0
293617500,Colina,3,3.0,104.0,284.0,2.0
1281240000,LoBarnechea,7,5.0,394.0,394.0,8.0
134500000,ElBosque,4,2.0,120.0,180.0,3.0
160000000,Peñalolén,7,3.0,180.0,180.0,2.0
280000000,LaFlorida,4,2.0,139.0,199.0,2.0
101075600,Maipu,2,1.0,50.0,121.0,1.0
370136000,Peñalolén,5,4.0,160.0,302.0,2.0
1014315000,LasCondes,6,5.0,373.0,1049.0,5.0
373695000,LasCondes,3,3.0,140.0,250.0,2.0
605030000,LaReina,4,3.0,180.0,360.0,3.0
1103325590,Colina,5,5.0,580.0,4000.0,4.0
785435710,Nunoa,5,4.0,230.0,645.0,1.0
921781000,LasCondes,3,2.0,190.0,670.0,4.0
150000000,Peñalolén,5,2.0,220.0,120.0,1.0
533850000,Pirque,6,5.0,350.0,5000.0,15.0
530000000,Macul,3,3.0,330.0,600.0,4.0
170654050,Quilicura,4,2.0,100.0,129.0,1.0
320310000,Colina,3,3.0,165.0,450.0,2.0
487583000,Vitacura,3,2.0,110.0,240.0,1.0
95000000,Pudahuel,4,1.0,43.0,100.0,1.0
327428000,LasCondes,4,2.0,139.0,230.0,2.0
94000000,LaGranja,3,2.0,110.0,120.0,3.0
313192000,LaReina,3,1.0,100.0,218.0,2.0
138000000,Maipu,3,2.0,127.0,130.0,1.0
444875000,Vitacura,3,2.0,118.0,115.0,2.0
117500000,Maipu,2,1.0,100.0,198.0,1.0
121006000,Macul,3,1.0,149.0,149.0,1.0
708241000,Colina,5,5.0,404.0,5595.0,22.0
140000000,CerroNavia,4,1.0,270.0,270.0,2.0
440960100,Colina,4,5.0,175.0,800.0,4.0
476870410,Nunoa,4,3.0,167.0,544.0,3.0
134530200,LaFlorida,3,2.0,62.0,62.0,2.0
87195500,SanBernardo,3,2.0,90.0,48.0,1.0
